Vardas                  Pavarde                 ND1      ND2      ND3      ND4      ND5      ND6      ND7      ND8      ND9      ND10     ND11     ND12     ND13     ND14     ND15     Egz.
Vardas249               Pavarde249              9        4        9        7        7        9        7        5        5        4        5        7        7        3        8        9
Vardas250               Pavarde250              3        7        4        3        10       2        8        4        2        5        6        2        8        7        2        10
Vardas251               Pavarde251              7        5        6        2        8        3        8        6        9        1        8        1        1        3        1        8
Vardas252               Pavarde252              9        3        10       2        7        8        10       1        2        7        2        10       1        4        8        1
Vardas253               Pavarde253              10       10       3        10       10       4        9        4        6        10       10       1        5        3        1        2
Vardas254               Pavarde254              5        1        6        2        9        4        8        1        7        8        9        1        2        9        5        8
Vardas255               Pavarde255              6        6        8        9        3        8        10       3        1        3        3        10       4        10       2        10
Vardas256               Pavarde256              4        6        1        2        4        6        5        2        2        7        3        1        1        2        3        10
Vardas257               Pavarde257              9        1        4        10       1        9        2        5        10       8        8        1        3        1        8        1
Vardas258               Pavarde258              9        1        5        2        9        1        3        5        7        10       2        10       7        4        8        8
Vardas259               Pavarde259              5        10       8        7        8        2        7        2        3        6        5        10       8        6        3        4
Vardas260               Pavarde260              5        6        7        5        9        1        4        2        1        8        7        7        4        6        8        9
Vardas261               Pavarde261              10       3        5        9        2        7        10       8        3        6        3        8        2        9        3        8
Vardas262               Pavarde262              2        6        6        10       10       3        9        10       8        7        4        7        3        8        3        6
Vardas263               Pavarde263              4        4        6        6        3        10       6        5        1        9        1        7        10       1        10       4
Vardas264               Pavarde264              5        8        2        3        7        1        8        4        2        2        10       5        9        9        10       3
Vardas265               Pavarde265              8        9        9        4        9        9        7        1        4        2        9        8        1        3        1        10
Vardas266               Pavarde266              1        10       5        7        9        4        8        6        7        6        9        8        10       6        4        10
Vardas267               Pavarde267              6        2        9        2        3        7        4        10       4        7        4        3        9        4        6        9
Vardas268               Pavarde268              2        10       7        5        4        4        2        4        5        4        6        5        6        10       9        10
Vardas269               Pavarde269              7        9        5        2        4        5        3        5        2        3        9        2        7        10       6        4
Vardas270               Pavarde270              3        7        8        4        5        2        1        4        2        10       7        5        4        4        1        10
Vardas271               Pavarde271              6        4        1        3        2        6        9        4        9        8        4        1        7        4        10       4
Vardas272               Pavarde272              8        5        9        1        5        5        5        8        7        8        6        9        2        10       8        6
Vardas273               Pavarde273              1        7        6        1        10       9        6        9        4        7        7        10       4        4        5        7
Vardas274               Pavarde274              1        9        2        8        1        7        6        8        2        7        1        1        3        9        3        5
Vardas275               Pavarde275              4        7        3        10       10       7        6        9        9        5        2        2        1        1        3        8
Vardas276               Pavarde276              6        6        4        9        6        7        8        3        1        7        10       6        9        2        8        7
Vardas277               Pavarde277              10       9        7        3        1        10       1        5        5        8        7        1        5        5        8        8
Vardas278               Pavarde278              1        4        6        6        2        5        10       10       9        10       8        8        5        4        10       10
Vardas279               Pavarde279              2        6        10       5        1        10       3        2        2        7        5        5        6        6        5        5
Vardas280               Pavarde280              5        7        9        5        5        9        6        6        9        9        4        7        3        6        1        10
Vardas281               Pavarde281              2        2        2        8        10       3        5        4        3        4        3        6        9        7        3        7
Vardas282               Pavarde282              6        10       9        7        9        7        8        7        2        5        7        5        10       6        5        8
Vardas283               Pavarde283              8        2        2        3        9        5        5        6        7        8        9        9        8        2        6        5
Vardas284               Pavarde284              9        3        10       10       10       2        4        9        8        6        4        6        8        2        2        7
Vardas285               Pavarde285              3        5        3        3        10       9        8        4        6        5        9        10       2        8        2        3
Vardas286               Pavarde286              7        1        1        3        8        6        7        7        3        9        3        2        9        6        7        9
Vardas287               Pavarde287              10       9        5        1        2        6        9        7        9        9        8        1        1        4        9        10
Vardas288               Pavarde288              10       9        6        7        7        9        6        4        2        10       2        4        6        5        1        2
Vardas289               Pavarde289              3        7        4        10       5        9        5        8        7        5        4        4        4        10       9        6
Vardas290               Pavarde290              5        8        1        3        7        5        2        4        9        6        4        7        4        8        9        5
Vardas291               Pavarde291              9        4        3        3        10       1        5        10       7        3        1        5        1        4        2        10
Vardas292               Pavarde292              10       2        10       10       7        6        4        4        8        1        5        8        4        10       3        1
Vardas293               Pavarde293              10       8        3        1        7        9        2        4        9        7        7        6        5        9        3        5
Vardas294               Pavarde294              7        10       5        8        2        9        4        6        10       7        10       8        6        7        10       3
Vardas295               Pavarde295              8        7        7        1        2        5        1        6        9        4        6        10       3        1        7        3
Vardas296               Pavarde296              7        7        1        9        4        2        10       9        5        10       2        6        8        7        3        10
Vardas297               Pavarde297              10       4        8        10       6        6        9        9        4        3        6        8        10       7        3        3
Vardas298               Pavarde298              10       10       1        8        7        5        2        7        5        9        2        10       8        5        1        9
Vardas299               Pavarde299              10       9        7        1        3        7        3        5        1        9        9        1        10       6        7        8
Vardas300               Pavarde300              7        3        7        4        1        9        6        10       10       7        1        6        7        4        3        7
Vardas301               Pavarde301              2        3        2        9        7        2        6        1        8        10       3        3        2        5        3        2
Vardas302               Pavarde302              4        1        10       6        10       6        10       9        2        3        8        6        7        2        6        10
Vardas303               Pavarde303              9        2        8        10       1        5        6        8        9        10       6        10       3        4        10       3
Vardas304               Pavarde304              9        8        10       8        4        1        3        5        3        9        3        8        10       1        9        3
Vardas305               Pavarde305              4        8        8        6        4        7        7        10       4        7        3        5        7        3        6        5
Vardas306               Pavarde306              4        10       3        8        4        5        3        5        6        8        2        4        3        9        8        4
Vardas307               Pavarde307              7        9        5        6        7        4        4        6        1        4        1        7        10       3        3        7
Vardas308               Pavarde308              7        5        7        8        10       7        6        7        10       6        1        1        2        1        5        3
Vardas309               Pavarde309              8        9        1        4        10       4        7        6        4        8        7        8        3        4        8        2
Vardas310               Pavarde310              5        4        10       8        5        1        1        5        3        5        9        10       3        9        10       3
Vardas311               Pavarde311              4        2        9        9        1        6        2        2        6        8        2        1        7        9        1        10
Vardas312               Pavarde312              7        6        8        4        8        9        8        3        5        5        8        1        6        9        10       2
Vardas313               Pavarde313              3        5        5        9        9        2        1        3        6        2        8        1        10       9        6        4
Vardas314               Pavarde314              5        4        1        2        9        3        1        7        2        6        6        2        9        3        6        1
Vardas315               Pavarde315              2        7        2        5        8        10       8        8        8        8        7        3        8        9        1        3
Vardas316               Pavarde316              5        5        7        3        2        4        10       2        6        9        10       9        5        4        4        4
Vardas317               Pavarde317              2        8        6        4        7        1        1        7        7        3        7        2        6        1        7        1
Vardas318               Pavarde318              3        10       6        1        5        6        9        10       8        7        1        9        10       9        1        5
Vardas319               Pavarde319              4        6        5        6        8        8        9        1        6        5        1        1        5        1        3        1
Vardas320               Pavarde320              3        9        2        2        7        1        8        10       4        7        5        8        3        4        3        7
Vardas321               Pavarde321              9        7        9        6        7        10       3        8        7        5        1        4        3        2        4        3
Vardas322               Pavarde322              7        2        4        10       5        10       9        8        4        2        8        8        6        4        9        10
Vardas323               Pavarde323              4        3        7        8        3        9        10       6        3        4        6        6        2        4        6        1
Vardas324               Pavarde324              8        1        5        6        6        5        3        1        2        8        8        3        7        5        3        8
Vardas325               Pavarde325              8        7        9        2        7        6        4        7        7        8        2        9        8        10       1        2
Vardas326               Pavarde326              6        9        10       1        4        3        8        10       8        3        8        9        4        1        6        7
Vardas327               Pavarde327              2        2        2        8        8        8        9        3        7        9        5        3        3        5        10       10
Vardas328               Pavarde328              5        2        1        5        1        1        1        8        3        3        2        5        5        3        7        6
Vardas329               Pavarde329              2        7        8        1        4        10       3        3        5        10       4        2        8        6        5        8
Vardas330               Pavarde330              5        3        6        7        1        8        2        4        8        7        10       5        3        10       9        7
Vardas331               Pavarde331              10       1        1        5        1        2        5        9        5        4        3        2        2        1        4        6
Vardas332               Pavarde332              3        8        7        8        4        2        3        10       7        5        3        5        4        10       1        1
Vardas333               Pavarde333              5        6        3        9        1        6        4        4        6        5        7        10       1        8        8        8
Vardas334               Pavarde334              4        4        5        3        9        3        6        2        6        10       8        2        8        5        10       4
Vardas335               Pavarde335              5        8        4        6        10       8        8        10       5        5        6        6        3        10       2        4
Vardas336               Pavarde336              9        3        4        3        4        8        2        7        6        8        9        4        8        9        8        2
Vardas337               Pavarde337              9        5        4        3        4        6        6        3        7        10       7        3        2        7        3        4
Vardas338               Pavarde338              9        10       9        9        9        6        9        1        7        10       9        5        10       7        6        4
Vardas339               Pavarde339              8        10       6        1        5        3        9        5        9        9        3        1        5        3        8        7
Vardas340               Pavarde340              4        8        1        6        7        4        8        2        2        1        10       7        6        9        6        7
Vardas341               Pavarde341              10       5        7        2        2        1        7        9        9        5        10       2        6        6        6        9
Vardas342               Pavarde342              3        9        2        4        1        2        6        10       7        4        4        1        3        7        6        1
Vardas343               Pavarde343              2        7        10       7        7        4        10       1        4        8        5        1        10       9        4        4
Vardas344               Pavarde344              7        9        4        3        7        6        10       3        7        9        8        1        8        3        1        1
Vardas345               Pavarde345              7        2        2        5        7        1        1        8        8        2        10       5        9        2        4        8
Vardas346               Pavarde346              3        3        1        4        1        2        7        8        3        2        8        9        10       8        7        2
Vardas347               Pavarde347              1        8        7        6        4        3        10       6        9        4        3        5        1        8        6        4
Vardas348               Pavarde348              8        4        9        6        1        3        4        9        2        9        4        8        5        2        8        3
Vardas349               Pavarde349              1        5        6        2        5        10       1        1        9        10       2        6        7        2        9        6
Vardas350               Pavarde350              8        9        8        2        4        7        7        4        3        5        9        2        2        9        3        8
Vardas351               Pavarde351              1        1        8        8        3        8        10       5        1        10       10       2        7        6        1        1
Vardas352               Pavarde352              6        1        5        6        1        1        3        1        2        4        1        2        10       10       2        7
Vardas353               Pavarde353              1        9        6        7        10       10       5        5        5        6        9        8        6        3        2        5
Vardas354               Pavarde354              4        3        8        1        2        5        6        3        10       2        7        1        7        8        2        2
Vardas355               Pavarde355              2        9        1        4        1        9        3        9        8        6        9        10       1        9        8        1
Vardas356               Pavarde356              9        8        6        10       5        10       8        9        2        8        7        5        4        7        3        2
Vardas357               Pavarde357              8        1        8        7        1        10       4        3        6        5        1        5        1        3        8        4
Vardas358               Pavarde358              5        7        4        3        9        1        7        7        7        1        9        4        10       6        6        1
Vardas359               Pavarde359              9        4        9        8        3        8        1        7        7        5        8        2        7        5        1        4
Vardas360               Pavarde360              6        9        8        1        4        2        1        10       9        6        4        7        5        1        5        8
Vardas361               Pavarde361              7        1        8        9        4        7        1        8        7        9        6        3        1        1        1        4
Vardas362               Pavarde362              1        2        10       10       7        6        8        10       1        2        5        5        1        7        5        10
Vardas363               Pavarde363              8        5        7        3        9        2        7        9        8        5        3        3        1        9        1        2
Vardas364               Pavarde364              3        2        5        5        10       3        9        6        6        9        5        9        7        4        2        9
Vardas365               Pavarde365              10       2        10       9        3        6        9        5        5        4        8        1        1        6        4        5
Vardas366               Pavarde366              5        10       1        2        8        9        7        10       6        5        5        9        5        4        5        8
Vardas367               Pavarde367              2        3        1        5        2        4        10       4        8        1        9        3        4        9        4        8
Vardas368               Pavarde368              3        5        6        10       2        1        7        6        4        8        10       2        5        6        10       6
Vardas369               Pavarde369              2        1        8        1        3        8        2        4        7        6        10       1        5        1        6        1
Vardas370               Pavarde370              10       10       2        3        6        10       4        3        8        8        1        1        5        1        5        7
Vardas371               Pavarde371              5        10       10       3        6        7        1        4        2        9        5        6        1        10       5        4
Vardas372               Pavarde372              9        6        5        8        10       9        1        5        10       1        9        6        8        2        8        10
Vardas373               Pavarde373              4        3        9        9        1        5        1        8        1        6        7        5        5        7        3        1
Vardas374               Pavarde374              1        5        9        7        10       3        3        4        1        5        1        2        3        4        6        4
Vardas375               Pavarde375              2        2        1        7        6        7        3        1        4        5        5        7        4        7        6        8
Vardas376               Pavarde376              1        2        6        5        10       7        6        7        4        6        1        7        9        1        6        7
Vardas377               Pavarde377              5        8        7        6        1        8        2        6        5        9        2        1        1        6        4        2
Vardas378               Pavarde378              1        5        4        6        8        9        3        7        6        3        5        8        5        9        9        2
Vardas379               Pavarde379              2        6        4        8        7        7        9        4        3        6        6        5        1        7        1        4
Vardas380               Pavarde380              5        1        6        9        6        10       4        4        7        2        10       7        6        2        9        10
Vardas381               Pavarde381              10       8        10       10       10       1        7        6        1        7        5        1        2        9        3        7
Vardas382               Pavarde382              8        6        8        10       3        4        2        9        1        8        7        7        6        4        5        6
Vardas383               Pavarde383              2        2        8        10       10       7        7        7        6        7        7        6        8        3        10       3
Vardas384               Pavarde384              7        9        6        7        5        6        4        10       6        5        6        1        2        7        2        7
Vardas385               Pavarde385              5        1        3        1        10       6        1        3        9        9        2        10       2        3        8        3
Vardas386               Pavarde386              10       6        9        9        5        10       10       1        8        3        7        9        6        4        1        2
Vardas387               Pavarde387              5        3        8        4        9        4        3        1        10       7        9        9        2        10       8        7
Vardas388               Pavarde388              8        5        9        10       4        10       6        10       8        10       3        2        4        1        10       6
Vardas389               Pavarde389              10       4        6        2        3        4        2        6        3        3        4        5        9        5        5        9
Vardas390               Pavarde390              1        1        8        2        5        4        3        7        7        1        2        2        5        9        3        7
Vardas391               Pavarde391              4        4        4        1        7        7        9        9        9        6        5        10       7        6        1        6
Vardas392               Pavarde392              5        9        6        5        1        2        2        1        5        3        4        3        9        3        10       10
Vardas393               Pavarde393              1        2        5        7        2        2        1        4        10       5        2        4        4        4        7        4
Vardas394               Pavarde394              6        6        7        1        9        1        10       7        5        1        2        6        2        5        8        2
Vardas395               Pavarde395              9        3        2        3        1        2        6        8        4        10       5        6        1        3        4        7
Vardas396               Pavarde396              4        7        1        4        6        4        3        9        4        2        7        9        7        6        5        10
Vardas397               Pavarde397              5        9        9        9        6        6        6        4        2        9        4        9        4        8        1        5
Vardas398               Pavarde398              2        7        6        1        5        4        4        6        4        7        3        8        9        1        2        8
Vardas399               Pavarde399              7        7        7        3        7        10       4        6        6        8        10       9        4        7        4        4
Vardas400               Pavarde400              1        8        5        10       8        10       5        6        3        3        7        6        2        1        5        8
Vardas401               Pavarde401              2        6        3        10       6        1        6        3        8        2        10       1        8        1        5        10
Vardas402               Pavarde402              9        10       7        3        9        4        1        8        6        5        10       6        2        10       3        3
Vardas403               Pavarde403              9        6        6        9        8        5        6        6        4        4        7        1        2        7        2        6
Vardas404               Pavarde404              7        10       4        9        5        1        4        9        9        10       2        6        2        7        2        9
Vardas405               Pavarde405              3        8        3        2        4        6        8        8        6        3        2        4        2        6        9        3
Vardas406               Pavarde406              9        3        8        1        9        1        3        6        4        5        1        2        7        5        4        2
Vardas407               Pavarde407              6        8        6        8        4        1        4        8        7        4        6        2        7        4        7        10
Vardas408               Pavarde408              1        6        8        6        5        5        6        10       9        6        8        2        1        1        2        2
Vardas409               Pavarde409              3        10       2        8        2        5        9        4        4        5        10       6        9        7        8        9
Vardas410               Pavarde410              10       10       6        7        6        7        7        9        9        7        9        1        9        4        1        2
Vardas411               Pavarde411              1        4        4        10       7        1        5        5        2        1        10       6        9        2        10       5
Vardas412               Pavarde412              3        3        1        1        3        4        9        3        4        1        9        3        7        2        1        5
Vardas413               Pavarde413              7        7        7        10       6        10       7        2        5        1        10       3        1        6        2        5
Vardas414               Pavarde414              4        1        8        7        1        5        7        7        9        7        5        1        6        1        3        2
Vardas415               Pavarde415              6        2        5        6        7        3        7        4        5        10       1        10       1        3        5        6
Vardas416               Pavarde416              7        7        9        6        8        4        9        5        9        8        1        4        2        7        2        10
Vardas417               Pavarde417              4        7        6        1        9        6        8        6        9        10       8        10       6        6        6        5
Vardas418               Pavarde418              6        3        10       4        8        7        2        4        3        1        7        2        8        1        10       6
Vardas419               Pavarde419              7        2        9        5        1        1        7        5        7        9        8        6        2        3        2        3
Vardas420               Pavarde420              8        1        1        5        4        5        9        10       7        6        9        6        9        2        3        6
Vardas421               Pavarde421              3        10       10       5        9        3        9        5        3        6        2        1        8        1        9        2
Vardas422               Pavarde422              7        4        8        5        5        4        2        1        6        7        7        2        3        8        2        4
Vardas423               Pavarde423              9        6        4        3        3        1        8        10       7        2        4        4        1        5        7        1
Vardas424               Pavarde424              4        6        10       8        9        10       5        6        4        1        5        10       9        8        6        3
Vardas425               Pavarde425              3        6        6        6        6        8        10       9        4        4        1        3        8        7        5        4
Vardas426               Pavarde426              1        9        8        9        2        3        2        9        2        5        10       7        4        4        5        7
Vardas427               Pavarde427              6        9        6        6        1        3        2        5        5        2        10       7        4        6        9        8
Vardas428               Pavarde428              2        6        2        6        6        9        2        5        8        4        4        7        10       10       9        8
Vardas429               Pavarde429              2        1        6        8        4        1        8        2        10       9        2        2        6        9        7        7
Vardas430               Pavarde430              8        1        1        5        7        9        8        4        6        8        6        3        3        8        6        3
Vardas431               Pavarde431              6        7        7        6        1        8        6        9        3        9        3        3        9        8        3        3
Vardas432               Pavarde432              4        10       7        1        2        2        10       4        7        1        10       2        4        7        2        9
Vardas433               Pavarde433              10       3        10       5        7        2        3        4        5        5        10       8        3        9        3        5
Vardas434               Pavarde434              7        7        4        5        8        1        8        7        5        8        2        3        9        5        2        7
Vardas435               Pavarde435              2        4        7        9        5        5        2        9        1        6        6        6        3        3        10       2
Vardas436               Pavarde436              7        9        1        9        2        9        2        4        5        8        2        8        8        9        3        10
Vardas437               Pavarde437              4        8        8        2        4        10       10       6        7        1        2        3        1        1        4        10
Vardas438               Pavarde438              7        8        6        3        10       8        1        3        2        6        5        1        6        8        2        3
Vardas439               Pavarde439              1        4        10       6        5        3        2        4        9        7        9        2        2        2        8        9
Vardas440               Pavarde440              5        6        1        9        8        3        10       4        10       2        4        10       3        7        8        7
Vardas441               Pavarde441              3        6        1        3        1        2        10       3        2        1        10       5        1        2        1        5
Vardas442               Pavarde442              6        5        10       4        8        6        5        4        9        5        1        7        3        5        5        5
Vardas443               Pavarde443              6        5        8        1        6        2        10       2        7        9        7        1        7        5        1        3
Vardas444               Pavarde444              10       8        4        1        9        9        9        9        10       8        2        10       2        3        8        2
Vardas445               Pavarde445              4        6        9        10       4        10       7        9        7        6        3        1        1        6        9        6
Vardas446               Pavarde446              5        9        9        6        9        6        10       5        7        9        1        10       8        9        8        8
Vardas447               Pavarde447              2        7        9        9        5        7        4        6        5        6        9        3        4        10       2        10
Vardas448               Pavarde448              10       3        2        8        6        1        4        5        4        3        5        6        2        9        9        7
Vardas449               Pavarde449              1        9        8        1        10       2        10       9        6        1        4        5        5        10       10       3
Vardas450               Pavarde450              9        4        2        2        1        10       4        3        8        1        6        10       6        2        6        2
Vardas451               Pavarde451              3        4        4        1        3        2        9        8        4        8        2        5        6        9        6        3
Vardas452               Pavarde452              6        6        3        2        5        1        8        8        1        7        9        6        3        1        5        10
Vardas453               Pavarde453              6        2        1        6        3        8        3        5        5        1        3        1        9        9        3        7
Vardas454               Pavarde454              1        4        5        3        1        2        3        3        4        4        6        9        9        7        6        5
Vardas455               Pavarde455              1        1        4        9        10       8        5        3        6        8        10       4        10       9        8        1
Vardas456               Pavarde456              8        3        6        8        2        8        10       3        8        2        5        6        3        7        10       5
Vardas457               Pavarde457              9        9        1        10       10       2        1        6        4        4        9        2        8        8        7        10
Vardas458               Pavarde458              9        3        1        3        4        6        9        6        10       5        4        6        6        4        1        10
Vardas459               Pavarde459              7        3        5        10       10       3        4        9        1        4        1        6        7        7        9        2
Vardas460               Pavarde460              8        4        4        6        1        10       5        9        7        3        4        4        1        7        1        9
Vardas461               Pavarde461              1        9        3        6        3        5        3        5        6        4        6        7        6        1        5        9
Vardas462               Pavarde462              10       5        7        7        10       8        5        8        8        5        8        7        10       4        6        9
Vardas463               Pavarde463              6        1        1        8        6        2        10       9        2        2        2        1        4        9        4        1
Vardas464               Pavarde464              8        5        2        10       7        7        2        7        8        8        6        5        5        1        9        3
Vardas465               Pavarde465              3        8        2        2        2        9        10       8        4        8        6        3        1        9        3        2
Vardas466               Pavarde466              8        3        10       8        1        2        4        4        2        7        6        4        1        1        3        2
Vardas467               Pavarde467              2        6        2        5        5        3        3        1        8        7        4        10       5        8        2        7
Vardas468               Pavarde468              7        10       3        1        2        1        8        10       4        7        9        8        9        1        10       9
Vardas469               Pavarde469              2        5        3        9        2        9        5        6        8        5        1        3        2        5        7        9
Vardas470               Pavarde470              5        10       3        2        5        5        9        5        10       9        4        4        7        2        9        9
Vardas471               Pavarde471              2        4        6        3        3        2        10       1        8        3        5        2        4        1        10       10
Vardas472               Pavarde472              10       3        8        6        10       6        2        1        7        2        2        2        10       6        1        7
Vardas473               Pavarde473              9        5        5        9        7        2        10       5        1        4        7        9        10       6        9        8
Vardas474               Pavarde474              10       2        9        1        2        10       10       6        1        1        2        1        5        9        4        1
Vardas475               Pavarde475              5        7        8        10       2        8        1        6        8        1        7        7        8        4        10       8
Vardas476               Pavarde476              1        9        9        2        7        4        3        4        1        1        2        2        1        1        1        2
Vardas477               Pavarde477              2        2        9        1        6        3        7        4        3        2        3        6        4        8        10       9
Vardas478               Pavarde478              1        6        10       3        5        2        5        2        5        7        5        5        2        10       10       6
Vardas479               Pavarde479              9        2        3        5        5        5        10       7        1        5        5        2        2        10       8        10
Vardas480               Pavarde480              2        4        3        6        5        8        1        2        7        5        4        6        3        1        3        2
Vardas481               Pavarde481              5        6        10       10       2        7        1        1        8        9        4        8        6        7        6        8
Vardas482               Pavarde482              3        4        4        10       7        5        3        6        6        10       2        3        7        1        5        7
Vardas483               Pavarde483              2        10       5        10       10       5        3        9        6        5        7        5        8        8        9        9
Vardas484               Pavarde484              2        10       8        9        3        8        3        4        1        2        8        8        6        10       5        9
Vardas485               Pavarde485              3        6        3        2        1        3        10       6        3        7        2        7        8        7        3        3
Vardas486               Pavarde486              6        8        3        4        5        2        9        6        6        4        10       1        10       7        9        7
Vardas487               Pavarde487              3        10       1        1        7        9        9        2        8        5        7        10       7        1        10       8
Vardas488               Pavarde488              5        3        3        6        2        6        8        1        10       6        7        10       7        10       4        6
Vardas489               Pavarde489              3        7        4        4        6        9        1        7        8        9        1        6        6        5        4        4
Vardas490               Pavarde490              1        6        8        7        5        3        2        1        2        7        8        8        8        8        1        2
Vardas491               Pavarde491              1        7        4        9        9        4        3        5        4        10       7        8        6        2        4        2
Vardas492               Pavarde492              7        3        5        2        9        5        3        1        8        6        7        2        9        1        4        9
